id,date,tweet
1321708525047918593,2020-10-29 07:00:43+00:00,$PFE UK Govt officials said to expect a result on efficacy of Pfizer vaccine before Oxford $AZN vaccine - UK Press (Pfizer Inc) - Believes that the German backed Pfizer vaccine could be ready to distribute before Christmas
1321702890394800131,2020-10-29 06:38:19+00:00,@Reasonablecurve they just don’t want to said anything yet until last minute always Pfizer holding back and taking caution
1321683969449086976,2020-10-29 05:23:08+00:00,Mrs. President Phenom • Term (25) : The-C-19 Deal  is over with. ~ @pfizer ; Cure is Public. Cc: @WhiteHouse @realDonaldTrump @CDC
1321635584167694336,2020-10-29 02:10:52+00:00,Pfizer says #Covid19 vaccine may yet be possible in 2020
1321630163529015301,2020-10-29 01:49:20+00:00,"Pfizer, AstraZeneca &amp; J&amp;J expect to have a vaccine in January, just like @POTUS said."
1321613364557017089,2020-10-29 00:42:35+00:00,PFIZER VACCINE LIKELY AT LEAST 77% EFFECTIVE BASED ON COMPANY FAILURE PROTOCOL.
1321607116541562887,2020-10-29 00:17:45+00:00,The government now hopes to be able to test 10% of the population for Covid every week with new saliva tests. There is also hope that Pfizer’s German vaccine will be ready to use here before Xmas ahead of the Oxford one. The government has already bought 20 million doses.
1321600827245645824,2020-10-28 23:52:46+00:00,"“I wish this was AstraZeneca,Oxford, that Britain had WON but it seems it’s Pfizer, Germany.... but we’ll take it from anywhere” - what a sad quote from Andrew Pierce @DailyMail on @SkyNews on the possibility of a vaccine. What a narrow viewpoint."
1321599343103778817,2020-10-28 23:46:52+00:00,"Incredible $GILD  @GileadSciences acquired @KitePharma for  $12B, the 3rd quarter revenue for kite was $147Mil.@ExelixisInc $exel quarterly revenue  $250M &amp; current market cap is below 7B. Huge disconnect.
@Amgen @roche @Merck @abbvie @pfizer @ScienceAtBMS @Novartis  @sanofi"
1321599006263431168,2020-10-28 23:45:31+00:00,UK Government has already purchased 20 million doses of Pfizer Vaccine .... Hopes to have it pre xmas.🤦
1321588432607584258,2020-10-28 23:03:30+00:00,"Gonna spend alot of time studying/evaluating vaccines

It appears Pfizer is up first with emergency authorization filing which means it might be available late November

It’s an RNA Vaccine, but let’s keep an open mind

At 70-80 yrs, benifit &gt; risk?

I’ll analyze, will be honest"
1321587549681328130,2020-10-28 23:00:00+00:00,JPHMP editorial board member Dr. Mohamed Al-Ibrahim is working with @pfizer to develop a safe and effective #vaccine against #COVID19. Check out the new #podcast @JPHMP.  @pharmaron
1321586491701764096,2020-10-28 22:55:48+00:00,on the 1st of November you should short Pfizer and long AstraZeneca. you can thank me later...
1321585870051463169,2020-10-28 22:53:19+00:00,SENIOR UK GOVT SOURCES EXPECT THAT VERDICT ON WHETHER PFIZER BACKED COVID-19 VACCINE WORKS WILL BE AVAILABLE BEFORE OXFORD'S COMPETING VACCINE -TIMES they are all running longer than we expected and why Fauci today said no vaccines until Jan
1321585667080548352,2020-10-28 22:52:31+00:00,SENIOR UK GOVT SOURCES EXPECT THAT VERDICT ON WHETHER PFIZER BACKED COVID-19 VACCINE WORKS WILL BE AVAILABLE BEFORE OXFORD'S COMPETING VACCINE -TIMES
1321585602517733376,2020-10-28 22:52:16+00:00,[18:52:14]:  SENIOR UK GOVT SOURCES EXPECT THAT VERDICT ON WHETHER PFIZER BACKED COVID-19 VACCINE WORKS WILL BE AVAILABLE BEFORE OXFORD'S COMPETING VACCINE -TIMES $SPY $DIA $QQQ
1321583216411770888,2020-10-28 22:42:47+00:00,"Dear @pfizer , please ensure your covid vaccine is required to be taken daily, and has plenty of THC.  Thank you."
1321563941256990720,2020-10-28 21:26:11+00:00,"for those that missed it yesterday. Pfizer gave ""final pre-vaccine data commentary"". takeaways: they have not hit the 32 events needed for first interim but should within days.  then up to a week to process, if positive or failure will disclose. so earliest likely post-election."
1321562673851568128,2020-10-28 21:21:09+00:00,"Me until 2020: Fuck big pharma
Me now: yesss crank that vaccine out Pfizer you're so sexy"
1321551980184162307,2020-10-28 20:38:39+00:00,"Dr. Mike Yeadon, Chief Science Officer for the Pfizer pharmaceutical company, in which he states,
“Almost all tests for COVID are false positives… Were it not for the test data you get from TV all the time, you would rightly conclude that the pandemic was over, ..."""
1321538897554350084,2020-10-28 19:46:40+00:00,"Fauci now predicting the first vaccine EUA may come in January

(Pfizer's comments yesterday reset the timeline for many?)"
1321536346855477250,2020-10-28 19:36:32+00:00,Pfizer’s admission Tuesday that it still doesn’t know whether its coronavirus vaccine works is a dose of reality for the historic global vaccine race.
1321528862921105416,2020-10-28 19:06:48+00:00,"Health Commissioner: first vaccine will likely come from Pfizer -- a 2-dose vaccine. ""We expect we could realistically get this in this state as soon as mid to late November."""
1321528525938184193,2020-10-28 19:05:28+00:00,Dr. Box believes Pfizer's vaccine will be available first. Could be in state in mid-late November. Working closely with CDC to make sure state has ultra low cold storage.
1321528428894556162,2020-10-28 19:05:04+00:00,"1st vaccine to come out likely Pfizer vaccine, 2-dose, ultra-low storage. Could have vaccine in state as soon as mid- to late November, says @StateHealthIN's Box. Starting to allocate where we will have vaccination sites."
1321527140853035008,2020-10-28 18:59:57+00:00,"Moderna, Pfizer aim to deliver shot by December - Indian Express

Take care @CoronaVirus958 ...

The Vaccine is on the way 😉"
1321511335830654981,2020-10-28 17:57:09+00:00,"Some of the biggest stocks that have made new 1 month lows so far today

Apple $AAPL
Microsoft $MSFT
Berkshire $BRK.B
Visa $V
Nvidia $NVDA
Mastercard $MA
Home Depot $HD
Verizon $VZ
Adobe $ADBE
Disney $DIS
Coca-Cola $KO
Pfizer $PFE
Nike $NKE
AT&amp;T $T
Pepsi $PEP
Intel $INTC"
1321510186541076484,2020-10-28 17:52:35+00:00,"After weeks of dangling the possibility of early vaccine results by the end of this month, Pfizer’s chief executive said that would now be nearly impossible.

Another lye exposed 

Trump is well aware there is  no vaccine yet, and sure as hell not by November 

Vote joe"
1321504438226477058,2020-10-28 17:29:45+00:00,WalterIsaacson: chkout RT @yellinj: @WalterIsaacson reveals he’s in the @pfizer vaccine trial on @HarvardBiz’s HBR Now show. It seems his DNA/RNA interest was sparked by what he has learned in writing his next book about 2020 Nobel Laureate Jennifer Doudna. (@DoudnaLab) …
1321502475745140741,2020-10-28 17:21:57+00:00,"The Pfizer and BioNTech Phase III clinical trial for their COVID19 vaccine BNT162b2 is almost fully enrolled. They reported yesterday that they need less than 2,000 people to reach full enrollment"
1321500509224787968,2020-10-28 17:14:08+00:00,Protocols for the Moderna and Pfizer COVID-19 vaccine Phase 1-2 trials have been published. The statistical analysis plan of the Moderna trial has also been published.  We have also added two COVID-19 vaccine trial publications to the list of trials we are following: (1/3)
1321499887863824385,2020-10-28 17:11:40+00:00,The thing about getting out of US stocks now is do you want to be short on the day that Pfizer or Moderna or AstraZeneca announces that the Phase 3 trials show their vaccines work?
1321493795511390208,2020-10-28 16:47:27+00:00,EUA FDA approval for Pfizer's Covid vaccine tentatively Nov 20th based on report by @Peoples_Pundit
1321492616727416832,2020-10-28 16:42:46+00:00,"Vaccine timing update: Pfizer ($pfe) in its 3Q earnings call yesterday stated that it expects to apply for an Emergency Use Authorization (EUA) in the 3rd week of November. 

Moderna ($mrna) is reporting earnings tomorrow and we should get an update on their timeline then."
1321489244573982720,2020-10-28 16:29:22+00:00,"Ironically if Moderna $MRNA beats Pfizer $PFE to interim analysis, it would suggest their vaccine is substantially less effective. 

Initially enrollment was similar, but by mid Sept PFE began accumulating thousands more patient-weeks of data than MRNA, and...

(1/2)"
1321485592639741954,2020-10-28 16:14:51+00:00,The entire value of IBM today (market cap) is $91B.  Contrast that to the entire value of Zoom which is $148B.  The stock market is drunk and due for a very big hangover soon. Maybe invest in Pfizer (the maker of Advil) to prepare? 🤓
1321483145376456705,2020-10-28 16:05:08+00:00,The world eyes are on @AlbertBourla .   You can be the world's hero with a working #COVID19Vaccine.  Κάνε το!  Do it @Pfizer #TwoDecadesOfNothing can finally pivot and reverse. @ScottGottliebMD
1321481139656249345,2020-10-28 15:57:10+00:00,Per Richard Baris-Pfizer has submitted Covid vaccine results to FDA and Nov 20 is date for Emergency Use Authorization.
1321479866240348160,2020-10-28 15:52:06+00:00,"As the 1st clinical trial in the rare disease ATTR-CM, Dr. See Tai of @pfizer shares challenges her team faced in the  clinical trial design. One key learning was the use of #AI to identify disease symptoms to get  patients screened by their HCP &amp; diagnose ahead of enrollment."
1321476745174962177,2020-10-28 15:39:42+00:00,From @Peoples_Pundit Pfizer vaccine FDA approved for emergency use November 20th
1321469376701165571,2020-10-28 15:10:25+00:00,"Summary of the vaccine scene:
AstraZeneca: suspended late stage trial after participant developed neurological symptoms. Green light to resume. 
J&amp;J: backup after stroke by a participant. 
Pfizer: Optimistic. Hoping for current trial by end of Nov."
1321458521301463041,2020-10-28 14:27:17+00:00,"The market is bleeding bad right now. Good time to buy airports, pharmaceutical stuff like @pfizer (who is doing covid-19 vaccine trials right now), and more real estate mutual funds/stocks."
1321445656179912705,2020-10-28 13:36:10+00:00,"Is anyone contemplating this ultra-contrarian scenario for next week? 

1. Trump wins

2. Pfizer’s vaccine doesn’t work

3. FDA panel recommends aducanumab approval."
1321443878440820736,2020-10-28 13:29:06+00:00,Corona vaccine play                                  Buy Pfizer #pfizer astrazaneca #astrazaneca for next 6 months.
1321429256921112576,2020-10-28 12:31:00+00:00,Eli Lilly quit on their vaccine Quest. Pfizer acknowledges they will not meet any political deadline to get a vaccine out. I wonder if Trump will tell us about the corner being grounded again today. Everything he touches dies.
1321425557658193921,2020-10-28 12:16:18+00:00,listening to prof paul elliot on @talkradio hes chair of epidemiology at imperial college and so his funding will be cut if he doesnt say right thing dr mike yeadon is ex pfizer you have to look further than what these people say @FatEmperor #Covid19UK
1321424876889083905,2020-10-28 12:13:36+00:00,Pfizer expects to be deploying vaccine by the end of the month.
1321421270811054084,2020-10-28 11:59:16+00:00,"No results so far from Pfizer's COVID-19 vax study. 

""Instead, over the course of an hour-long cat-and-mouse conference call, the company that once forecast results as early as October explained that we’ll get data when data are good and ready."" a brilliant graf via @statnews"
1321415917226627072,2020-10-28 11:38:00+00:00,"120 people currently in ICU London hospitals on ventilators

It was up to 650 during April/May

More than manageable in London but its expected to double next month

Pfizer &amp; Oxford vaccines ready by end of Dec. 

#CovidUK"
1321410891536044032,2020-10-28 11:18:01+00:00,lakewood washington  #pfizer kalamazoo phone number
1321406356931420163,2020-10-28 11:00:00+00:00,"A #Stroke is a form of disability that many people experience in the United States. For #WorldStrokeDay take steps to learn about the risk factors, such as #AFib, from @WorldStrokeOrg."
1321404944692502531,2020-10-28 10:54:23+00:00,"I'm pro-vaccine and want an end to Covid as soon as possible ,but, @pfizer testing their  vaccine on 12 year old ""volunteers"" seems reckless.  Can a 12 year old even be a volunteer?"
1321403663563280386,2020-10-28 10:49:18+00:00,"SVB Leerink Maintains Market Perform on Pfizer, Raises Price Target to $43

Related Tickers: $PFE"
1321402103445790721,2020-10-28 10:43:06+00:00,BBC News: Pfizer admits it still doesn’t know whether its coronavirus vaccine works   ...   Pfizer pfails to pfind pformula pfor pfaccine.
1321399879567052802,2020-10-28 10:34:16+00:00,"Pfizer’s ongoing trial hasn’t had its first data check-in, which is scheduled to take place after there have been 32 confirmed cases of Covid-19 among volunteers, whether in the placebo group or the vaccine group. In a sense this is good news..."
1321391375514963968,2020-10-28 10:00:28+00:00,Someone make a hiv vaccine will you @Pfizer_UK either you can’t due to RNA and T CELLS or you are holding it back / if you make a Covid vaccine you can make one for HIV can’t you so which is it????
1321389330510811137,2020-10-28 09:52:21+00:00,"2020 Good News for Animals #2     After months of vigorous campaigns, Pfizer committed to no longer conducting or funding tests in which small animals are dropped into inescapable beakers of water and forced to swim for their lives. Watching this happen was gut wrenching."
1321386312851693569,2020-10-28 09:40:21+00:00,Deutsche Bank 1/4: We got some #vaccine news as #Novavax announced they would need to delay their late-stage study of its #Covid19 vaccine until late Nov. Competitor #Pfizer indicated that its late-stage trial had not yet conducted an interim efficacy analysis as fewer than 32
1321384728293904386,2020-10-28 09:34:04+00:00,"Yesterday, on Pfizer’s earnings call they estimated they will have the vaccine ready by the 3rd week in November. When do you expect a vaccine #bcstt"
1321384651966029825,2020-10-28 09:33:45+00:00,"Thankyou @ToddPiro &amp; @jillianmele for a fascinating conversation on @pfizer ‘s latest #COVIDVaccine ,impacts of Governors’  statewide ‘safety’ committees &amp; dangers of stoking fears about vaccine safety. I’d love to come back and speak more on CLEAN-AIR technology cc @IWF @IWV"
1321381735574089728,2020-10-28 09:22:10+00:00,"Role : NSE/Sr NSE
Covering area is South Delhi
Target organisations : 
1) GSK 2) Sanofi 
3) Astra Zeneca 
4) Sun 5) Lupin 
6) Pfizer 7) Zydus 
8) Cipla 9) British Biological
Candidate should have good product and scientific knowledge.
Kindly share your resume to mani@pharmalog.in"
1321328601002725377,2020-10-28 05:51:02+00:00,Historic vaccine race meets harsh reality: Pfizer’s admission Monday that it still doesn’t know whether its coronavirus vaccine works is a dose of reality for the historic global vaccine race.
1325188447670210562,2020-11-07 21:28:41+00:00,"🚨GIVEAWAY ALERT🚨

Does #FirstStrike have you wanting to get in on the action?

We're giving away one of our Localhost PC's and some merch for you to step up your game!

Tag a friend who could use an upgrade and sign up here: https://t.co/KvriMzooKo https://t.co/jm4hZq8Nys"
1321323710947692546,2020-10-28 05:31:36+00:00,"covid-19 Vaccine still possible in 2020 pfizer
Pfizer executives expressed measured optimism Tuesday over the prospect of providing a coronavirus vaccine in 2020 even as they signaled key data on the vaccine would not be released before the US election."
1321305397618237443,2020-10-28 04:18:50+00:00,"""Pfizer’s clinical trial is testing the vaccine in 44,000 people, half of whom have received a vaccine and half who have gotten a placebo"
1321304607264485376,2020-10-28 04:15:41+00:00,Pfizer Inc. $PFE held an earnings call on 10/27/2020. Here are the highlights:
1321302464889585664,2020-10-28 04:07:10+00:00,"That kiss was brought to you by Pfizer, Johnson and Johnson, and Novavax"
1321274698886512642,2020-10-28 02:16:50+00:00,"(1/4) Today on their earnings $PFE (Pfizer) said its crucial vaccine data will most likely come after the election. Furthermore, they said the announcement on its trial will come a week after the data, &amp; safety monitoring board wraps up the review of the company's phase three"
1321265860036669442,2020-10-28 01:41:43+00:00,Pfizer has asked for patience regarding the final trials of its Covid vaccine.
1321259444899119108,2020-10-28 01:16:14+00:00,"#COVID19 Infection to 🏥 usually a lagging indicator, narrows from Infection to🏥Approx. 7-14 Days. Now 48 to 72 Hours.#COVID19 Is MUTATING this explains why Pfizer  says its therapeutics useless for🏥🏥Patient, who are Dying Quicker!
&amp; on Fox News, Hannity &amp; Tucker are Giddily"
1321255147008217088,2020-10-28 00:59:09+00:00,"Today Pfizer’s Dr. Bourla said the initial 32 cases of Covid-19 had not yet occurred, a sign that the trial is progressing more slowly than the company had estimated; making an answer before the election unlikely."
1321254737468116999,2020-10-28 00:57:31+00:00,"$TRIL
 From Pfizer call:
 So on M&amp;A, we always say we never say never because one of the nice things about being part of Pfizer is we have the firepower to pretty much do any kind of a deal we want and I think we've been able to demonstrate that in the past."
1321253650019295235,2020-10-28 00:53:12+00:00,"After weeks of dangling the possibility of early #vaccine results by the end of this month, @pfizer’s chief executive said that would now be nearly impossible. 😜 Surprise!"
1321250349944979456,2020-10-28 00:40:05+00:00,"The Senate has adjourned for 2 weeks AND
After weeks of dangling the possibility of early vaccine results by the end of this month, Pfizer’s chief executive said that would now be nearly impossible. NYT
We are on our own with no real help from tRUMP Land."
1321247040274386945,2020-10-28 00:26:56+00:00,Philippines Red Cross charter  flight to China for 450k Covid test kits. UK Pharma struggling with UK needs and exports? Pfizer East Kent largest USA FDI in EU rusting? Time for Change
1321244042995388421,2020-10-28 00:15:02+00:00,"Pfizer's final boss repeatedly talked up getting coronavirus vaccine data in October. Now, he's asking for patience.…."
1321240340968415236,2020-10-28 00:00:19+00:00,"10/90 #COVID19 #vaccines in phase 3 trials:

1. #AstraZeneca
2. #Sinovac
3. #Sinopharm 
4. #Moderna
5. #Pfizer
6. #FosunPharma
7. #BioNTech 
8. #CansinoBiologics 
9. #JonhnsonJohnson
10. #Novavax

Three vaccines nearly ready: @moderna (mRNA-1273) @pfizer @AstraZeneca"
1321234460512313345,2020-10-27 23:36:57+00:00,"$PFE Pfizer's Phase 3 trial seeking 44,000 volunteers needs fewer than 2,000 people to be fully enrolled

Pfizer's Covid-19 vaccine, which it is developing in partnership with Germany's BioNTech SE $BNTX"
1321228914862247944,2020-10-27 23:14:55+00:00,"Pfizer said the company expects to file for emergency use authorization for its COVID-19 vaccine in the third week of November, roughly in line with earlier timetables"
1321226604710973441,2020-10-27 23:05:44+00:00,"Pfizer’s interim analysis is the smallest of the bunch, with just 32 vaccine recipients. Their success margin is seven or fewer vaccine recipients developing symptoms..."
1321225694882516994,2020-10-27 23:02:07+00:00,"“We all expect an effective vaccine to prevent serious illness if infected. Moderna, Pfizer, and AstraZeneca — do not require that their vaccine prevent serious disease only that they prevent moderate symptoms which may be as mild as cough, or headache.” Haseltine..."
1321225232397619200,2020-10-27 23:00:17+00:00,"Forbes contributor William Haseltine, a former prof at Harvard Medical School and Harvard School of Public Health - Pfizer, AstraZeneca and Johnson &amp; Johnson have all published their vaccine trial protocols. Rare but “close inspection of the protocols raises surprising concerns.”"
1321222914373341185,2020-10-27 22:51:04+00:00,"Watch the collab be with Astra . 

Been saying this : “Pfizer or Astra” 

However, $GSK is the wild card. 

$kitov $ktov #cancer"
1321220940236312583,2020-10-27 22:43:13+00:00,"CBS: At least 226,500 dead, the pandemic is spreading faster than ever, and Pfizer delays reporting vaccine progress til after election."
1321217929833115649,2020-10-27 22:31:16+00:00,"American pharmaceutical company Pfizer Inc. touted in its earnings report Tuesday that nearly 36,000 people have received a second vaccination in its coronavirus vaccine phase 2/3 clinical trial that has 42,000 participants."
1321214980558069766,2020-10-27 22:19:33+00:00,Children are being subjected to trial vaccines  for Pfizer. Are they f**king crazy😡
1321213045868318722,2020-10-27 22:11:51+00:00,Govt of #Japan has approved a bill to pay all costs for #COVID19 vaccination to all residents in #Japan. It has kept €5.43bn for funding Millions of doses from companies such as British Astra Zeneca &amp; American Pfizer Inc.
1321211888169091076,2020-10-27 22:07:15+00:00,"elf: hey boss I know we have a few weeks but the letters started coming in early this year. Gonna be worse than the year with the Furbies. Have you considered contracting with Pfizer this season?

Santa: ....remember the time when kids asked for MARBLES

#covidchristmas"
1321209238484471808,2020-10-27 21:56:43+00:00,"Another good sign for Trump.  Pfizer says, pending safety trials, they’ll have a vaccine by the end of November."
1321203282522628098,2020-10-27 21:33:03+00:00,Pfizer CEO All but Rules Out Covid-19 Vaccine Before Election Day
1321202039414837249,2020-10-27 21:28:07+00:00,"BOYCOTT ALL CORPORATE CRIMINAL,AMAZON,GOOGLE, PFIZER,ALL OF THE CRIMINALS,ESPECIALLY  BIG PHARMA."
1321197769818886145,2020-10-27 21:11:09+00:00,"Most active stocks from todays after-hours trading

NASDAQ listed: $NAKD $AMD Apple $AAPL Intel $INTC Microsoft $MSFT $QQQ Ericsson $ERIC Qualcomm $QCOM Red Rock $RRR $USWS

NYSE listed: $SPY $EEM Pfizer $PFE Ambev $ABEV $VWO Parsley Energy $PE Tegna $TGNA $KGC Altice $ATUS $EGHT"
